"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,3.07,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,3.04,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,3.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,2.96,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,3.34,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,4.25,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,4.73,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,5.45,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,5.98,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,6,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,5.8,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,5.6,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,5.31,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,5.27,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,5.3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,5.29,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,5.39,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,5.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,5.54,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,5.5,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,5.49,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,5.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,5.51,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,4.68,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,4.81,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,4.76,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,5.22,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,5.3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,5.85,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,6.53,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,6.52,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,6.4,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,5.31,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,3.97,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,3.07,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,1.82,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,1.73,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,1.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,1.75,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,1.24,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,1.25,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,1.22,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,1.01,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,0.98,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,1,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,1.03,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,1.61,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,2.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,2.63,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,3.04,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,3.62,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,4.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,4.59,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,4.99,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,5.25,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,5.24,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,5.26,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,5.25,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,4.94,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,4.24,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,2.61,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,1.81,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,0.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,0.18,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,0.21,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,0.15,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,0.12,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,0.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,0.18,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,0.19,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,0.18,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,0.14,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,0.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,0.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,0.07,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,0.13,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,0.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,0.14,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,0.16,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,0.14,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,0.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,0.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,0.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,0.1,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,0.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,0.12,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.11,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.13,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.14,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.24,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.36,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.38,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.4,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.54,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.79,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,1.04,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.15,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.3,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.51,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,1.82,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.95,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,2.27,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,2.41,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,2.38,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.04,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.55,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.65,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,0.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.09,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,0.07,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,0.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,0.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,0.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,0.2,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2022-Q2","Q2-2022","PC","Percentage","0","Units",,,1.21,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2022-Q3","Q3-2022","PC","Percentage","0","Units",,,2.56,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2022-Q4","Q4-2022","PC","Percentage","0","Units",,,4.1,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2023-Q1","Q1-2023","PC","Percentage","0","Units",,,4.65,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2023-Q2","Q2-2023","PC","Percentage","0","Units",,,5.08,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2023-Q3","Q3-2023","PC","Percentage","0","Units",,,5.33,,
"IRSTCI","Immediate interest rates, Call Money, Interbank Rate, Per cent per annum","USA","United States","Q","Quarterly","2023-Q4","Q4-2023","PC","Percentage","0","Units",,,5.33,,
